customer_code,customer_name,division_id,field_team_code,hierarchy_type,city,state
313,Yohannan Building Materials,30,WSSTTY9,Sales Hierarchy,Lucknow,Uttar Pradesh
314,Hegde Enterprises,10,WSSTTY1,Sales Hierarchy,Hyderabad,Telangana
315,Patla Building Materials,10,WSSTTY2,Sales Hierarchy,Lucknow,Uttar Pradesh
316,Sankar Hardware Store,30,WSSTTY9,Sales Hierarchy,Indore,Madhya Pradesh
317,Boase Building Materials,10,WSSTTY1,Sales Hierarchy,Delhi,Delhi
318,Narayanan Paints & Hardware,10,WSSTTY3,Sales Hierarchy,Kolkata,West Bengal
319,Murthy Building Materials,10,WSSTTY3,Sales Hierarchy,Chennai,Tamil Nadu
320,Dash Building Materials,10,WSSTTY3,MDI Hierarchy,Delhi,Delhi
321,Mital Hardware Store,20,WSSTTY5,Sales Hierarchy,Ahmedabad,Gujarat
322,Tripathi Hardware Store,10,WSSTTY1,Sales Hierarchy,Delhi,Delhi
323,More Agencies,10,WSSTTY3,MDI Hierarchy,Chennai,Tamil Nadu
324,Rege Building Materials,10,WSSTTY3,Sales Hierarchy,Pune,Maharashtra
325,Narain Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Kolkata,West Bengal
326,Rau Paints & Hardware,10,WSSTTY2,Sales Hierarchy,Mumbai,Maharashtra
327,Merchant Enterprises,40,WSSTTY12,MDI Hierarchy,Indore,Madhya Pradesh
328,Datta Building Materials,10,WSSTTY3,Sales Hierarchy,Delhi,Delhi
329,Handa Building Materials,30,WSSTTY7,Sales Hierarchy,Jaipur,Rajasthan
330,Salvi Traders,40,WSSTTY12,MDI Hierarchy,Ahmedabad,Gujarat
331,Raghavan Traders,30,WSSTTY9,Sales Hierarchy,Chennai,Tamil Nadu
332,Ghosh Enterprises,30,WSSTTY9,MDI Hierarchy,Hyderabad,Telangana
333,Mitra Agencies,40,WSSTTY12,Sales Hierarchy,Chennai,Tamil Nadu
334,Ravi Hardware Store,40,WSSTTY10,Sales Hierarchy,Lucknow,Uttar Pradesh
335,Acharya Agencies,10,WSSTTY3,Sales Hierarchy,Kolkata,West Bengal
336,Modi Hardware Store,10,WSSTTY3,MDI Hierarchy,Chennai,Tamil Nadu
337,Mangat Hardware Store,10,WSSTTY3,MDI Hierarchy,Chennai,Tamil Nadu
338,Kade Agencies,20,WSSTTY5,Sales Hierarchy,Jaipur,Rajasthan
339,Sani Traders,10,WSSTTY3,Sales Hierarchy,Hyderabad,Telangana
340,Nagy Agencies,20,WSSTTY5,Sales Hierarchy,Bengaluru,Karnataka
341,Shroff Building Materials,40,WSSTTY10,Sales Hierarchy,Kolkata,West Bengal
342,Sathe Traders,20,WSSTTY5,Sales Hierarchy,Ahmedabad,Gujarat
343,Sathe Building Materials,20,WSSTTY4,Sales Hierarchy,Pune,Maharashtra
344,Kala Paints & Hardware,20,WSSTTY6,Sales Hierarchy,Kolkata,West Bengal
345,Vaidya Traders,10,WSSTTY1,Sales Hierarchy,Chennai,Tamil Nadu
346,Solanki Agencies,40,WSSTTY11,Sales Hierarchy,Kolkata,West Bengal
347,Gara Enterprises,40,WSSTTY12,Sales Hierarchy,Kolkata,West Bengal
348,Chad Building Materials,40,WSSTTY11,Sales Hierarchy,Ahmedabad,Gujarat
349,Mander Hardware Store,30,WSSTTY7,Sales Hierarchy,Indore,Madhya Pradesh
350,Varma Building Materials,30,WSSTTY9,MDI Hierarchy,Bengaluru,Karnataka
351,Nayak Agencies,10,WSSTTY3,Sales Hierarchy,Hyderabad,Telangana
352,Chander Paints & Hardware,40,WSSTTY11,Sales Hierarchy,Chennai,Tamil Nadu
353,Keer Agencies,10,WSSTTY3,Sales Hierarchy,Kolkata,West Bengal
354,Mukherjee Agencies,20,WSSTTY4,Sales Hierarchy,Indore,Madhya Pradesh
355,Kar Hardware Store,40,WSSTTY12,Sales Hierarchy,Jaipur,Rajasthan
356,Issac Agencies,20,WSSTTY6,Sales Hierarchy,Kolkata,West Bengal
357,Din Building Materials,10,WSSTTY2,Sales Hierarchy,Hyderabad,Telangana
358,Bakshi Hardware Store,20,WSSTTY6,Sales Hierarchy,Chennai,Tamil Nadu
359,Batra Traders,10,WSSTTY3,Sales Hierarchy,Chennai,Tamil Nadu
360,Konda Paints & Hardware,30,WSSTTY9,MDI Hierarchy,Ahmedabad,Gujarat
361,Soman Enterprises,10,WSSTTY3,Sales Hierarchy,Chennai,Tamil Nadu
362,Bora Paints & Hardware,10,WSSTTY3,Sales Hierarchy,Surat,Gujarat
363,Shah Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Ahmedabad,Gujarat
364,Sachdeva Traders,10,WSSTTY3,MDI Hierarchy,Pune,Maharashtra
365,Hayer Building Materials,10,WSSTTY1,Sales Hierarchy,Pune,Maharashtra
366,Rajagopalan Agencies,10,WSSTTY3,Sales Hierarchy,Jaipur,Rajasthan
367,Talwar Hardware Store,10,WSSTTY1,Sales Hierarchy,Jaipur,Rajasthan
368,Ratta Traders,30,WSSTTY9,MDI Hierarchy,Kolkata,West Bengal
369,Kohli Paints & Hardware,30,WSSTTY7,Sales Hierarchy,Lucknow,Uttar Pradesh
370,Divan Enterprises,30,WSSTTY9,Sales Hierarchy,Lucknow,Uttar Pradesh
371,Ahluwalia Paints & Hardware,20,WSSTTY4,Sales Hierarchy,Ahmedabad,Gujarat
372,Chhabra Agencies,10,WSSTTY3,MDI Hierarchy,Ahmedabad,Gujarat
373,Sandal Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Lucknow,Uttar Pradesh
374,Kanda Enterprises,40,WSSTTY12,Sales Hierarchy,Indore,Madhya Pradesh
375,Goda Enterprises,30,WSSTTY9,MDI Hierarchy,Mumbai,Maharashtra
376,Vasa Agencies,30,WSSTTY7,Sales Hierarchy,Chennai,Tamil Nadu
377,Shetty Paints & Hardware,40,WSSTTY12,MDI Hierarchy,Indore,Madhya Pradesh
378,Bedi Building Materials,10,WSSTTY1,Sales Hierarchy,Delhi,Delhi
379,Krish Agencies,10,WSSTTY1,Sales Hierarchy,Bengaluru,Karnataka
380,Dara Paints & Hardware,20,WSSTTY5,Sales Hierarchy,Delhi,Delhi
381,Shan Paints & Hardware,30,WSSTTY9,Sales Hierarchy,Jaipur,Rajasthan
382,Deol Enterprises,20,WSSTTY6,Sales Hierarchy,Bengaluru,Karnataka
383,Shetty Traders,10,WSSTTY1,Sales Hierarchy,Surat,Gujarat
384,Wali Building Materials,30,WSSTTY9,Sales Hierarchy,Kolkata,West Bengal
385,Nadig Enterprises,10,WSSTTY3,MDI Hierarchy,Delhi,Delhi
386,Savant Enterprises,20,WSSTTY6,Sales Hierarchy,Bengaluru,Karnataka
387,Thaman Building Materials,30,WSSTTY7,Sales Hierarchy,Jaipur,Rajasthan
388,Sandhu Paints & Hardware,10,WSSTTY3,Sales Hierarchy,Hyderabad,Telangana
389,Sehgal Building Materials,10,WSSTTY1,Sales Hierarchy,Surat,Gujarat
390,Dutt Traders,20,WSSTTY6,Sales Hierarchy,Ahmedabad,Gujarat
391,Soman Agencies,30,WSSTTY9,MDI Hierarchy,Mumbai,Maharashtra
392,Sengupta Traders,10,WSSTTY3,Sales Hierarchy,Delhi,Delhi
393,Lad Hardware Store,40,WSSTTY12,Sales Hierarchy,Jaipur,Rajasthan
394,Kota Building Materials,20,WSSTTY5,Sales Hierarchy,Indore,Madhya Pradesh
395,Malhotra Traders,20,WSSTTY4,Sales Hierarchy,Pune,Maharashtra
396,Verma Paints & Hardware,20,WSSTTY4,Sales Hierarchy,Pune,Maharashtra
397,Sundaram Enterprises,20,WSSTTY6,Sales Hierarchy,Bengaluru,Karnataka
398,Khare Paints & Hardware,30,WSSTTY7,Sales Hierarchy,Jaipur,Rajasthan
399,Maharaj Hardware Store,10,WSSTTY3,MDI Hierarchy,Hyderabad,Telangana
400,Sarraf Enterprises,30,WSSTTY8,Sales Hierarchy,Surat,Gujarat
401,Brahmbhatt Hardware Store,20,WSSTTY4,Sales Hierarchy,Chennai,Tamil Nadu
402,Mangal Hardware Store,10,WSSTTY3,Sales Hierarchy,Hyderabad,Telangana
403,Keer Building Materials,30,WSSTTY7,Sales Hierarchy,Hyderabad,Telangana
404,Magar Paints & Hardware,40,WSSTTY12,Sales Hierarchy,Chennai,Tamil Nadu
405,Nayak Hardware Store,40,WSSTTY12,MDI Hierarchy,Hyderabad,Telangana
406,Nagarajan Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Chennai,Tamil Nadu
407,Zachariah Traders,10,WSSTTY3,Sales Hierarchy,Mumbai,Maharashtra
408,Buch Agencies,40,WSSTTY12,MDI Hierarchy,Pune,Maharashtra
409,Devi Traders,10,WSSTTY3,Sales Hierarchy,Kolkata,West Bengal
410,Dora Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Ahmedabad,Gujarat
411,Kashyap Traders,40,WSSTTY12,MDI Hierarchy,Mumbai,Maharashtra
412,Rajagopal Agencies,10,WSSTTY1,Sales Hierarchy,Delhi,Delhi
413,Dua Agencies,10,WSSTTY3,MDI Hierarchy,Ahmedabad,Gujarat
414,Kala Enterprises,40,WSSTTY11,Sales Hierarchy,Delhi,Delhi
415,Bhatt Hardware Store,30,WSSTTY9,Sales Hierarchy,Lucknow,Uttar Pradesh
416,Sachdeva Hardware Store,10,WSSTTY3,Sales Hierarchy,Pune,Maharashtra
417,Reddy Paints & Hardware,10,WSSTTY2,Sales Hierarchy,Bengaluru,Karnataka
418,Narayanan Building Materials,10,WSSTTY3,Sales Hierarchy,Ahmedabad,Gujarat
419,Shukla Building Materials,40,WSSTTY12,MDI Hierarchy,Indore,Madhya Pradesh
420,Sagar Enterprises,30,WSSTTY9,Sales Hierarchy,Jaipur,Rajasthan
421,Bhatia Traders,20,WSSTTY5,Sales Hierarchy,Pune,Maharashtra
422,Jhaveri Traders,10,WSSTTY2,Sales Hierarchy,Surat,Gujarat
423,Salvi Hardware Store,10,WSSTTY3,MDI Hierarchy,Pune,Maharashtra
424,Ramachandran Enterprises,20,WSSTTY6,Sales Hierarchy,Surat,Gujarat
425,Bahri Building Materials,10,WSSTTY2,Sales Hierarchy,Kolkata,West Bengal
426,Rai Hardware Store,40,WSSTTY12,Sales Hierarchy,Delhi,Delhi
427,Sood Enterprises,10,WSSTTY1,Sales Hierarchy,Pune,Maharashtra
428,Ahuja Building Materials,30,WSSTTY7,Sales Hierarchy,Lucknow,Uttar Pradesh
429,Pandey Agencies,40,WSSTTY12,MDI Hierarchy,Mumbai,Maharashtra
430,Misra Building Materials,30,WSSTTY8,Sales Hierarchy,Jaipur,Rajasthan
431,Ramakrishnan Agencies,10,WSSTTY3,Sales Hierarchy,Surat,Gujarat
432,Saini Traders,10,WSSTTY2,Sales Hierarchy,Ahmedabad,Gujarat
433,Yohannan Hardware Store,40,WSSTTY12,Sales Hierarchy,Hyderabad,Telangana
434,Kannan Traders,10,WSSTTY2,Sales Hierarchy,Lucknow,Uttar Pradesh
435,Sura Building Materials,10,WSSTTY2,Sales Hierarchy,Surat,Gujarat
436,Kanda Paints & Hardware,10,WSSTTY3,Sales Hierarchy,Hyderabad,Telangana
437,Mahajan Agencies,10,WSSTTY1,Sales Hierarchy,Kolkata,West Bengal
438,Sarin Building Materials,10,WSSTTY1,Sales Hierarchy,Pune,Maharashtra
439,Sunder Hardware Store,20,WSSTTY6,Sales Hierarchy,Chennai,Tamil Nadu
440,Balakrishnan Building Materials,10,WSSTTY3,Sales Hierarchy,Jaipur,Rajasthan
441,Ramachandran Building Materials,10,WSSTTY1,Sales Hierarchy,Jaipur,Rajasthan
442,Nayar Hardware Store,10,WSSTTY2,Sales Hierarchy,Jaipur,Rajasthan
443,Ravel Enterprises,10,WSSTTY1,Sales Hierarchy,Hyderabad,Telangana
444,Gandhi Agencies,20,WSSTTY5,Sales Hierarchy,Mumbai,Maharashtra
445,Sibal Traders,40,WSSTTY11,Sales Hierarchy,Hyderabad,Telangana
446,Datta Agencies,30,WSSTTY9,MDI Hierarchy,Bengaluru,Karnataka
447,Walla Traders,10,WSSTTY3,Sales Hierarchy,Mumbai,Maharashtra
448,Bala Traders,10,WSSTTY1,Sales Hierarchy,Pune,Maharashtra
449,Ramesh Agencies,30,WSSTTY9,Sales Hierarchy,Surat,Gujarat
450,Bala Agencies,30,WSSTTY9,MDI Hierarchy,Kolkata,West Bengal
451,Chacko Building Materials,30,WSSTTY7,Sales Hierarchy,Pune,Maharashtra
452,Sangha Traders,10,WSSTTY1,Sales Hierarchy,Indore,Madhya Pradesh
453,Deshmukh Hardware Store,40,WSSTTY12,MDI Hierarchy,Ahmedabad,Gujarat
454,Shenoy Building Materials,10,WSSTTY1,Sales Hierarchy,Chennai,Tamil Nadu
455,Gopal Agencies,30,WSSTTY9,MDI Hierarchy,Chennai,Tamil Nadu
456,Bedi Agencies,10,WSSTTY1,Sales Hierarchy,Ahmedabad,Gujarat
457,Lad Agencies,20,WSSTTY4,Sales Hierarchy,Delhi,Delhi
458,Raghavan Agencies,20,WSSTTY6,Sales Hierarchy,Delhi,Delhi
459,Narang Paints & Hardware,30,WSSTTY9,MDI Hierarchy,Ahmedabad,Gujarat
460,Kakar Agencies,40,WSSTTY12,Sales Hierarchy,Pune,Maharashtra
461,Sha Hardware Store,20,WSSTTY4,Sales Hierarchy,Delhi,Delhi
462,Narain Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Bengaluru,Karnataka
463,Nazareth Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Mumbai,Maharashtra
464,Raghavan Traders,10,WSSTTY3,MDI Hierarchy,Mumbai,Maharashtra
465,Mall Building Materials,30,WSSTTY8,Sales Hierarchy,Bengaluru,Karnataka
466,Sama Building Materials,10,WSSTTY3,MDI Hierarchy,Hyderabad,Telangana
467,Krishnan Traders,10,WSSTTY1,Sales Hierarchy,Delhi,Delhi
468,Bumb Agencies,10,WSSTTY1,Sales Hierarchy,Mumbai,Maharashtra
469,Singhal Traders,40,WSSTTY10,Sales Hierarchy,Surat,Gujarat
470,Bahl Hardware Store,40,WSSTTY12,MDI Hierarchy,Chennai,Tamil Nadu
471,Zacharia Traders,10,WSSTTY3,Sales Hierarchy,Kolkata,West Bengal
472,Ben Hardware Store,10,WSSTTY3,Sales Hierarchy,Bengaluru,Karnataka
473,Palla Enterprises,10,WSSTTY3,Sales Hierarchy,Chennai,Tamil Nadu
474,Kapur Agencies,10,WSSTTY1,Sales Hierarchy,Hyderabad,Telangana
475,Biswas Enterprises,40,WSSTTY12,Sales Hierarchy,Delhi,Delhi
476,Baria Paints & Hardware,30,WSSTTY7,Sales Hierarchy,Chennai,Tamil Nadu
477,Balasubramanian Agencies,20,WSSTTY4,Sales Hierarchy,Delhi,Delhi
478,Kota Traders,10,WSSTTY3,MDI Hierarchy,Delhi,Delhi
479,Iyengar Traders,20,WSSTTY6,Sales Hierarchy,Jaipur,Rajasthan
480,Bahri Agencies,20,WSSTTY4,Sales Hierarchy,Pune,Maharashtra
481,Dua Hardware Store,30,WSSTTY7,Sales Hierarchy,Hyderabad,Telangana
482,Khare Building Materials,20,WSSTTY4,Sales Hierarchy,Hyderabad,Telangana
483,Date Building Materials,40,WSSTTY12,MDI Hierarchy,Ahmedabad,Gujarat
484,Solanki Traders,10,WSSTTY3,MDI Hierarchy,Bengaluru,Karnataka
485,Contractor Hardware Store,10,WSSTTY3,MDI Hierarchy,Pune,Maharashtra
486,Kamdar Agencies,40,WSSTTY12,Sales Hierarchy,Chennai,Tamil Nadu
487,Shroff Traders,40,WSSTTY12,MDI Hierarchy,Bengaluru,Karnataka
488,Kunda Building Materials,10,WSSTTY3,Sales Hierarchy,Delhi,Delhi
489,Pillay Enterprises,10,WSSTTY3,Sales Hierarchy,Indore,Madhya Pradesh
490,Ganesh Agencies,40,WSSTTY11,Sales Hierarchy,Ahmedabad,Gujarat
491,Contractor Traders,10,WSSTTY2,Sales Hierarchy,Delhi,Delhi
492,Gade Hardware Store,10,WSSTTY2,Sales Hierarchy,Delhi,Delhi
493,Mukhopadhyay Traders,10,WSSTTY3,Sales Hierarchy,Indore,Madhya Pradesh
494,Chokshi Enterprises,10,WSSTTY3,MDI Hierarchy,Lucknow,Uttar Pradesh
495,Bal Agencies,20,WSSTTY6,Sales Hierarchy,Bengaluru,Karnataka
496,Muni Hardware Store,40,WSSTTY12,Sales Hierarchy,Mumbai,Maharashtra
497,Prashad Agencies,20,WSSTTY5,Sales Hierarchy,Kolkata,West Bengal
498,Ranganathan Traders,40,WSSTTY11,Sales Hierarchy,Hyderabad,Telangana
499,Issac Agencies,40,WSSTTY12,Sales Hierarchy,Jaipur,Rajasthan
500,Borra Paints & Hardware,10,WSSTTY1,Sales Hierarchy,Kolkata,West Bengal
901,Kapoor Traders,10,wsstty1,sales hierarchy,  pune  ,  maharashtra  
902,Orphan Hardware,10,WSSTTQ77,Sales Hierarchy,Delhi,Delhi
903,,20,WSSTTY4,Sales Hierarchy,Surat,Gujarat
